Deployment,Enumerator,Status,Response Code,Drafted On,Submitted On,Approval Level,IP Address,cds_mwaterid,cds_type,cds_sanreg,cds_sanarea,cds_sanarea (other) - specify,contact - 1 - name,contact - 1 - title,contact - 1 - orng,contact - 1 - mtn,contact - 2 - name,contact - 2 - title,contact - 2 - orng,contact - 2 - mtn,survey_date,trans - bike - total,trans - bike - func,trans - bike - project,trans - car - total,trans - car - func,trans - car - project,trans - moto - total,trans - moto - func,trans - moto - project,trans - tuktuk - total,trans - tuktuk - func,trans - tuktuk - project,trans - ambul - total,trans - ambul - func,trans - ambul - project,generalstate,const_year,const_year (Don't Know),rehab - elec - year,rehab - elec - org,rehab - elec - org_other,rehab - bhole - year,rehab - bhole - org,rehab - bhole - org_other,rehab - pump - year,rehab - pump - org,rehab - pump - org_other,rehab - wtank - year,rehab - wtank - org,rehab - wtank - org_other,rehab - wsystem - year,rehab - wsystem - org,rehab - wsystem - org_other,rehab - incin - year,rehab - incin - org,rehab - incin - org_other,rehab - toilet - year,rehab - toilet - org,rehab - toilet - org_other,rehab - struct - year,rehab - struct - org,rehab - struct - org_other,rehab - roof - year,rehab - roof - org,rehab - roof - org_other,rehab - paint_ext - year,rehab - paint_ext - org,rehab - paint_ext - org_other,rehab - paint_int - year,rehab - paint_int - org,rehab - paint_int - org_other,rehab - res - year,rehab - res - org,rehab - res - org_other,room - wait - num,room - cons - num,room - mat - num,room - lab - num,room - stor - num,roof_type,roof_type (other) - specify,fence,cond - floor - state,cond - floor - needs,cond - wall - state,cond - wall - needs,cond - roof - state,cond - roof - needs,cond - door - state,cond - door - needs,cond - ceil - state,cond - ceil - needs,staffres,staffres_num,staffres_cond - floor - state,staffres_cond - floor - needs,staffres_cond - wall - state,staffres_cond - wall - needs,staffres_cond - roof - state,staffres_cond - roof - needs,staffres_cond - door - state,staffres_cond - door - needs,staffres_cond - ceil - state,staffres_cond - ceil - needs,staffres - water - pipewire,staffres - water - pipewire_func,staffres - water - taps_total,staffres - water - taps_func,staffres - elec - pipewire,staffres - elec - pipewire_func,staffres - elec - taps_total,staffres - elec - taps_func,energy_sys,energy_primsource,energy_source_backup,solar - panel - installed,solar - panel - num,solar - panel - cap,solar - batt - installed,solar - batt - num,solar - batt - cap,energy_light_total,energy_light_func,infra_pics
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703864,Health Centre Type C,Quinara,Brandao,,,,966754872,,,,,,2016-03-29,0,0,,0,0,,1,1,,1,1,,,,,Poor,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,No,Reasonable,,Reasonable,,Bad,,Reasonable,,Bad,,Yes,1,Bad,,Bad,,Bad,,Bad,,Bad,,No,No,,,Yes,No,,,"Yes, but it does not work",Solar,None,,,,,,,4,0,https://api.mwater.co/v3/images/4fa9c12139ec4de7b593f9e33cc4845f; https://api.mwater.co/v3/images/480603f0d8a443e7876b48f3646a2760; https://api.mwater.co/v3/images/34b334f247bd414fbe66ae4a4b82092f; https://api.mwater.co/v3/images/036c89a9644a45adbd5e79fb4c3678f5; https://api.mwater.co/v3/images/c298fcb47d7b4c388378d07549aa23da; https://api.mwater.co/v3/images/68c7fb9007e446c183863fca65219a5c; https://api.mwater.co/v3/images/bcee9f2c3baf4d10b415cdefbefdf14b; https://api.mwater.co/v3/images/45d0ce3e6f6d49c498dd65e70f8af52d; https://api.mwater.co/v3/images/853903a8e98d4452b3269b5ebaf7993d; https://api.mwater.co/v3/images/671f29db141d4234a0bced0a1605d1ba; https://api.mwater.co/v3/images/31de8327dca149b59e712abcd230e555; https://api.mwater.co/v3/images/15b03f9779f74b5f884623b32f73a34c; https://api.mwater.co/v3/images/4165da1b1df346d8873315148f7eac3e; https://api.mwater.co/v3/images/bddb59d797f34fddade3621d69260f62; https://api.mwater.co/v3/images/a3bdabb39deb4391b07cc8254863c6b0; https://api.mwater.co/v3/images/07ee529d8496440bba65f52efe686152; https://api.mwater.co/v3/images/160b687ef2c9461fbf10082d1d2f1719; https://api.mwater.co/v3/images/2cdcb17d45a24c078c8e549073b99220; https://api.mwater.co/v3/images/f179b07dbf124234bd5685e6d36db33c; https://api.mwater.co/v3/images/8429d2f9681f40d0915b992749b7dc23; https://api.mwater.co/v3/images/e6426f80611943e3adc52dcd72820df0; https://api.mwater.co/v3/images/fb0204febc9a48a281a290ab3cdde25a; https://api.mwater.co/v3/images/a45d0fea4389499fbfa005d801241795; https://api.mwater.co/v3/images/c30ef847a45242f08f6162ad7ff87c78; https://api.mwater.co/v3/images/4e62fd6a01ab47b590ea5748541779eb; https://api.mwater.co/v3/images/26e11f3195c645d1881b682bebb17b9a; https://api.mwater.co/v3/images/14e4111eb3f644a68557d6ad397adb63; https://api.mwater.co/v3/images/8b74ff08d23b40afbac380f8ab21d6c2; https://api.mwater.co/v3/images/e88eafbfd6ab4677a93bd2978bf865c5
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704315,Health Centre Type C,Cacheu,Varela,,,,955276452,,,,,,2016-03-29,0,0,,0,0,,1,0,,1,1,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,No,Good,,Good,,Reasonable,,Good,,Good,,Yes,4,Good,,Good,,Good,,Good,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,,,,,,,15,15,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703974,Regional Hospital,Oio,Mansoa,,,,95582091,,,,,,2016-03-29,0,0,,4,3,,3,3,,1,1,,,,,Good,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,Generator,,,,,,,0,,https://api.mwater.co/v3/images/36d164ee7b6d4c08a6dd078678294399; https://api.mwater.co/v3/images/c99bc67398b140aabd9b1a199245567c; https://api.mwater.co/v3/images/6d02baec98cc44018e3cf46c3afe18a5; https://api.mwater.co/v3/images/e8be1b764f804dc19b41ccf98178ffd5
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704171,Health Centre Type C,Biombo,Safim,,,,955304101,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Reasonable,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,,,No,Reasonable,,Good,,Good,,Reasonable,,Good,,Yes,1,Reasonable,,Good,,Reasonable,,Reasonable,,Good,,No,No,,,Yes,Yes,,,Yes,,,,,,,,,14,14,https://api.mwater.co/v3/images/f3ea92bf05994281bb860b33d9b70c85; https://api.mwater.co/v3/images/3aa27258ff1542379895b6b738e8021a; https://api.mwater.co/v3/images/6a8066202ef04f35839255459774cfa9
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436030,Health Centre Type C,Bijagos,Uno,,,,966029311,,,,,,2016-03-29,0,0,,0,0,,2,2,,1,1,,,,,Poor,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,No,Reasonable,,Reasonable,,Bad,,Reasonable,,Reasonable,,Yes,3,Reasonable,,Reasonable,,Reasonable,,Reasonable,,Good,,No,No,,,Yes,Yes,,,Yes,Solar,None,,,,,,,5,5,https://api.mwater.co/v3/images/f8495f5cc3df4639b51f32629e769536; https://api.mwater.co/v3/images/7db2569dbe004190928046b5ea37a607; https://api.mwater.co/v3/images/394c1c8a504d4d73b9817a1fac6136b8
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704078,Health Centre Type C,Oio,Olossato,,,,955217141,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,2,Good,,Good,,Good,,Good,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,,,,,,,24,24,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436047,Health Centre Type C,Gabu,Buruntuma,,,,966631628,,,,,,2016-03-29,0,0,,2,1,,0,0,,1,1,,,,,Good,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0,1,,,No,Good,,Good,,Good,,Good,,Reasonable,,No,,,,,,,,,,,,,,,,,,,,Yes,,None,,,,,,,13,13,https://api.mwater.co/v3/images/38dd7b61aa9c46a88c2b8212c1e4eb04; https://api.mwater.co/v3/images/5fc5401096dc4a049b43f0025e3516fb
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703479,Health Centre Type C,Bafata,Tantam Cosse,,,,966621527,,,,,,2016-03-29,0,0,,0,0,,0,0,,0,0,,,,,Reasonable,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,0,1,,,No,Reasonable,,Good,,Good,,Reasonable,,Bad,,Yes,2,Good,,Good,,Good,,Bad,,Bad,,No,No,,,No,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/84ad22125eca470791d25d74e166017a; https://api.mwater.co/v3/images/e1714f4dbec84326ab52657ecb17122a; https://api.mwater.co/v3/images/6fb9c80eff5b4c968ab9324f12217bed
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704140,Health Centre Type B,Tombali,Quebo,,,,966637074,,,,,,2016-03-29,0,0,,0,0,,2,1,,0,0,,,,,Good,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,"Yes, but it does not work",Solar,None,,,,,,,7,5,https://api.mwater.co/v3/images/b900c314e51b487395c470c20bd13321; https://api.mwater.co/v3/images/132022c6a8f14901baeaf66d17a3da09; https://api.mwater.co/v3/images/edfe91346e2d40e2bb81b2fda101c725; https://api.mwater.co/v3/images/12fa54b6fa6d4adda6d4d9fc5aac9da4
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703194,Regional Hospital,Bafata,Bafata,,,,955370560,,,,,,2016-03-29,0,0,,4,1,,1,1,,0,0,,,,,Good,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,1,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Solar,Generator,,,,,,,1,1,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704281,Health Centre Type C,Tombali,Calaque,,,,966630398,955316355,,,,,2016-03-29,0,0,,0,0,,1,0,,1,1,,,,,Reasonable,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,,,No,Reasonable,,Reasonable,,Good,,Good,,Reasonable,,No,,,,,,,,,,,,,,,,,,,,"Yes, but it does not work",Solar,None,,,,,,,14,1,https://api.mwater.co/v3/images/7d91a8e23a6e42a18f7110bc92445d9f; https://api.mwater.co/v3/images/bc82895ac134400f8e918c4b72cee9c7; https://api.mwater.co/v3/images/bd9ea3f9a4cc4ccaa43b12f78a09573d
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,435974,Health Centre Type C,Bijagos,Uracane,,,,966654661,,,,,,2016-03-29,1,0,,0,0,,1,1,,0,0,,,,,Poor,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,,No,Reasonable,,Reasonable,,Bad,,Reasonable,,Reasonable,,Yes,1,,,,,,,,,,,,,,,No,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/3f4f28f8d3e54c92abe9f9d1ffdcd47a; https://api.mwater.co/v3/images/3737e383869d4d29b86ac076c30693b0; https://api.mwater.co/v3/images/1d425cade0654be597bc169dbd655f63
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703369,Health Centre Type C,Bafata,Sare-Bacar,,,,966975020,,,,,,2016-03-29,0,0,,1,0,,1,1,,1,1,,,,,Reasonable,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,,,No,Good,,Good,,Good,,Good,,Bad,,Yes,4,Good,,Reasonable,,Good,,Bad,,Good,,Yes,Yes,,,Yes,No,,,"Yes, but it does not work",Solar,None,,,,,,,6,1,https://api.mwater.co/v3/images/2c2dc8723ccc4b9b864281c819493f60; https://api.mwater.co/v3/images/945e655a43234a869b8feb0dcb118043
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703242,Health Centre Type C,Bafata,Fajonquito,,,,966647096,,,,,,2016-03-29,0,0,,1,1,,1,0,,0,0,,,,,Reasonable,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,,,No,Good,,Good,,Reasonable,,Reasonable,,Bad,,Yes,2,Good,,Good,,Good,,Good,,Bad,,Yes,Yes,,,Yes,No,,,"Yes, but it does not work",Solar,None,,,,,,,4,1,https://api.mwater.co/v3/images/71de18d5374f427297a774576a737327; https://api.mwater.co/v3/images/17725aa1281c4d789a4fe82cc10224d8; https://api.mwater.co/v3/images/359fb5508cc6489da72f96e347910f5a; https://api.mwater.co/v3/images/48dfb6360c3c492eb558a3c151fc3fd5; https://api.mwater.co/v3/images/25724c3df850468c96c2d6b6e470001d; https://api.mwater.co/v3/images/772481fe7b774834a7e71a91518e7d5c; https://api.mwater.co/v3/images/3a89a0aa0e5e42c1bfffbe6925ee8e59; https://api.mwater.co/v3/images/7e12a18f7b614d5f906f4b040e2dc4dc; https://api.mwater.co/v3/images/c96dc4113bde4f09ad3127f11386edb8; https://api.mwater.co/v3/images/22f1e216785441d88792eb8887627200; https://api.mwater.co/v3/images/a8b0bdd9fe6847bd9e3e90a8dd1e25c6
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436102,Health Centre Type C,Gabu,Mafanco,,,,966673488,966750911,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Reasonable,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,2,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,14,14,https://api.mwater.co/v3/images/3ca772b1904b4172b6e12a71d515b7c1; https://api.mwater.co/v3/images/64006ad568364fccb8867b15ba4f0749; https://api.mwater.co/v3/images/6931bc8b7c7f494cbc7bbaff6c928967; https://api.mwater.co/v3/images/ad211e0af64d4c9aa5c2d8f1cf3f2944; https://api.mwater.co/v3/images/6e0ba89d648341caa901cfb525062fe5
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703565,Health Centre Type C,Bolama,Sao-Joao ,,,,966399992,,,,,,2016-03-29,0,0,,0,0,,0,0,,1,1,,,,,Good,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,"Yes, but it does not work",,None,,,,,,,8,2,https://api.mwater.co/v3/images/af2d341e28424914b7d6e87881b1fe59; https://api.mwater.co/v3/images/6db33a308c094ddbbb6f878928cf6535; https://api.mwater.co/v3/images/51e9d2b6fa274616a2f67cb5f1f4d1ee; https://api.mwater.co/v3/images/2f0c435e67e943aa86da0dc426878b62; https://api.mwater.co/v3/images/0774e13b6d0f4058bf3150fbbf6ee043; https://api.mwater.co/v3/images/187ca3285a33420098462e36c56b5550
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703888,Health Centre Type C,Biombo,Ilonde,,,,966209146,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Reasonable,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Reasonable,,Reasonable,,Good,,Yes,1,Good,,Good,,Reasonable,,Bad,,Bad,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,6,6,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703345,Health Centre Type C,Farim,Binta,,,,966741815,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,2,Good,,Good,,Good,,Good,,Good,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,25,25,https://api.mwater.co/v3/images/3ab28f9b80644590b7472e1f27467016; https://api.mwater.co/v3/images/bb96c197ba3a400299ae38105832831a; https://api.mwater.co/v3/images/328712e636264df9be272ddd58956703
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703503,Health Centre Type C,Cacheu,Bula,,,,955596711,955519962,,,,,2016-03-29,0,0,,1,1,,1,0,,0,0,,,,,Reasonable,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,,,No,Good,,Good,,Reasonable,,Good,,Reasonable,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,,,,,,14,14,https://api.mwater.co/v3/images/2264d0b4f1cf475c99499c9ca0097943; https://api.mwater.co/v3/images/69aa8361af8a45b28bee8a845b8ad13a; https://api.mwater.co/v3/images/844556d2f80b4944958399a24627cda9; https://api.mwater.co/v3/images/b6af2a20dc774878a89611fa252632e4; https://api.mwater.co/v3/images/e24d91488fe748f881f6b3c2704a2896
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704119,Health Centre Type C,SAB,Plack II,,,,966845275,,,,,,2016-03-29,1,1,,0,0,,1,1,,0,0,,,,,Good,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Grid,Solar,,,,,,,45,10,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704353,Maternal/Child Health Clinic,Bafata,Bafata,,,,955493052,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Good,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Grid,,,,,,,,22,22,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703273,Health Centre Type C,Cacheu,Batucar,,,,966663341,,,,,,2016-03-29,1,1,,0,0,,0,0,,0,0,,,,,Reasonable,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,,,No,Reasonable,,Bad,,Reasonable,,Reasonable,,Good,,Yes,4,Good,,Reasonable,,Bad,,Reasonable,,Bad,,No,No,,,Yes,No,,,"Yes, but it does not work",Solar,None,,,,,,,15,7,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703682,Health Centre Type C,Bafata,Contuboel,,,,966613710,9557388911,,,,,2016-03-29,0,0,,1,1,,3,3,,1,1,,,,,Good,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,0,,,No,Good,,Good,,Bad,,Good,,Good,,Yes,4,Good,,Good,,Bad,,Good,,Reasonable,,,,,,Yes,Yes,,,Yes,Grid,None,,,,,,,18,18,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704250,Health Centre Type C,Cacheu,Suzana,,,,955339598,,,,,,2016-03-29,0,0,,1,0,,1,0,,1,1,,,,,Good,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,2,Good,,Good,,Good,,Good,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,,,,,,,8,8,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4682512,Health Centre Type B,Farim,Farim,,,,966942523,,,,,,2016-03-29,0,0,,3,1,,8,3,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,5,Bad,,Bad,,Bad,,Bad,,Bad,,No,No,,,Yes,Yes,,,Yes,Solar,None,,,,,,,45,45,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704102,Health Centre Type C,Cacheu,Pelundo,,,,966737300,955406162,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Good,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,1,Good,,Good,,Good,,Good,,Good,,,,,,No,No,,,No,,,,,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,435936,Health Centre Type C,Bolama,Ilha Galinas ,,,,966708335,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Poor,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Reasonable,,Reasonable,,Reasonable,,Reasonable,,Reasonable,,Yes,1,Reasonable,,Bad,,Bad,,Bad,,Bad,,No,No,,,No,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/ef16f61731664d68958b72d484ab678c; https://api.mwater.co/v3/images/17bf2ec1787a4674b5de2c7a12f6eeeb
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703637,Health Centre Type C,Cacheu,Carenque,,,,966620808,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Good,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Reasonable,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,"Yes, but it does not work",,None,,,,,,,16,0,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704308,Health Centre Type C,Gabu,Tumana,,,,966938260,,,,,,2016-03-29,0,0,,0,0,,1,1,,1,1,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,1,Good,,Good,,Good,,Good,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,,,,,,,17,17,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703589,Health Centre Type C,Cacheu,Calequisse,,,,966652821,955905559,,,,,2016-03-29,0,0,,0,0,,1,0,,0,0,,,,,Good,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Good,,Bad,,Good,,,,,,Yes,Yes,,,Yes,Solar,Generator,,,,,,,10,10,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703761,Health Centre Type C,Cacheu,Caio,,,,966572543,,,,,,2016-03-29,0,0,,1,1,,2,1,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Reasonable,,Good,,Good,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,33,33,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703187,Health Centre Type B,SAB,Antula,,,,966727904,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Good,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Grid,Generator,,,,,,,48,48,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703572,Health Centre Type C,Tombali,Calaque,,,,966139070,966572362,,,,,2016-03-29,0,0,,0,0,,2,1,,1,1,,,,,Good,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Good,,Good,,Good,,No,No,,,No,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/b14f4ac43db644b3ab8a6c735cf0d944; https://api.mwater.co/v3/images/b91bc1e1d70f4ca699d3bc30c7cd1ba0; https://api.mwater.co/v3/images/3c3afba1123e4ea5a77d7fa2d322a4ef
